sub_464880,0x464880,0x64880,0xb
sub_464890,0x464890,0x64890,0xf0
sub_464980,0x464980,0x64980,0x5
Map_0x370::sub_464990,0x464990,0x64990,0xa6
Map_0x370::ctor_464A40,0x464a40,0x64a40,0xf0
Map_0x370::dtor_464B30,0x464b30,0x64b30,0x101
sub_464C40,0x464c40,0x64c40,0x1a
Light_1D4CC::sub_464C60,0x464c60,0x64c60,0x10
Map_0x370::sub_464C70,0x464c70,0x64c70,0x8e
sub_464D00,0x464d00,0x64d00,0x91
sub_464DA0,0x464da0,0x64da0,0xcc
Map_0x370::sub_464E70,0x464e70,0x64e70,0x63
sub_464EE0,0x464ee0,0x64ee0,0xfb
sub_464FE0,0x464fe0,0x64fe0,0xa2
Map_0x370::sub_465090,0x465090,0x65090,0x97
Map_0x370::sub_465130,0x465130,0x65130,0x90
Map_0x370::sub_4651C0,0x4651c0,0x651c0,0x88
Map_0x370::get_nav_zone_unknown_465250,0x465250,0x65250,0x2d
Map_0x370::sub_465280,0x465280,0x65280,0xc9
sub_465350,0x465350,0x65350,0x3c
Map_0x370::sub_465390,0x465390,0x65390,0x27
sub_4653C0,0x4653c0,0x653c0,0x50
Map_0x370::sub_465410,0x465410,0x65410,0x7e
Map_0x370::sub_465490,0x465490,0x65490,0x7a
sub_465510,0x465510,0x65510,0x95
sub_4655B0,0x4655b0,0x655b0,0x96
sub_465650,0x465650,0x65650,0x73
Map_0x370::sub_4656D0,0x4656d0,0x656d0,0x8b8
sub_465FE0,0x465fe0,0x65fe0,0x183
sub_466170,0x466170,0x66170,0x204
sub_466380,0x466380,0x66380,0xa8
sub_466430,0x466430,0x66430,0x1e9
sub_466620,0x466620,0x66620,0x10e
sub_466730,0x466730,0x66730,0xa4
sub_4667E0,0x4667e0,0x667e0,0x11c
sub_466910,0x466910,0x66910,0x77
sub_466990,0x466990,0x66990,0x6b
sub_466A00,0x466a00,0x66a00,0x82
sub_466AF0,0x466af0,0x66af0,0x7b
sub_466B70,0x466b70,0x66b70,0x169
sub_466CF0,0x466cf0,0x66cf0,0x35
sub_466D30,0x466d30,0x66d30,0xdd
sub_466E20,0x466e20,0x66e20,0x150
sub_466F70,0x466f70,0x66f70,0xac
sub_467020,0x467020,0x67020,0xec
sub_467110,0x467110,0x67110,0xe4c
sub_467F80,0x467f80,0x67f80,0xfda
sub_468F90,0x468f90,0x68f90,0x78
sub_469010,0x469010,0x69010,0x54
Light_1D4CC::sub_469070,0x469070,0x69070,0x36
sub_4690B0,0x4690b0,0x690b0,0x54
sub_469110,0x469110,0x69110,0x193
Map_0x370::sub_4692B0,0x4692b0,0x692b0,0xed
sub_4693A0,0x4693a0,0x693a0,0x5b
sub_469400,0x469400,0x69400,0x15f
sub_469570,0x469570,0x69570,0x14d
sub_4696C0,0x4696c0,0x696c0,0x189
sub_469850,0x469850,0x69850,0x14d
sub_4699A0,0x4699a0,0x699a0,0x15a
sub_469B00,0x469b00,0x69b00,0x11c
sub_469C20,0x469c20,0x69c20,0x19d
sub_469DC0,0x469dc0,0x69dc0,0x1c7
sub_469F90,0x469f90,0x69f90,0x484
sub_46A420,0x46a420,0x6a420,0xac
Map_0x370::sub_46A4D0,0x46a4d0,0x6a4d0,0x9b
sub_46A570,0x46a570,0x6a570,0xebb
sub_46B440,0x46b440,0x6b440,0x19e
Nanobotz::sub_46B5E0,0x46b5e0,0x6b5e0,0x2c
Nanobotz::set_shading_lev_46B620,0x46b620,0x6b620,0xe9
Nanobotz::sub_46B710,0x46b710,0x6b710,0x1fe
Nanobotz::sub_46B910,0x46b910,0x6b910,0x20b
Fix16::FromFloat_46BB20,0x46bb20,0x6bb20,0x1a
Nanobotz::ClearDrawnTileCount_46BB40,0x46bb40,0x6bb40,0xb
sharp_pare_0x15D8::sub_46BB50,0x46bb50,0x6bb50,0xf
sub_46BB60,0x46bb60,0x6bb60,0x25
sub_46BB90,0x46bb90,0x6bb90,0x5c
sub_46BBF0,0x46bbf0,0x6bbf0,0x74
sub_46BC70,0x46bc70,0x6bc70,0xcf
Nanobotz::sub_46BD40,0x46bd40,0x6bd40,0xa8
Nanobotz::sub_46BDF0,0x46bdf0,0x6bdf0,0xa8
sub_46BEA0,0x46bea0,0x6bea0,0x213
Nanobotz::Set_UV_46C0C0,0x46c0c0,0x6c0c0,0x73
Nanobotz::sub_46C140,0x46c140,0x6c140,0x5b
Nanobotz::ambient_light_tick_46C1A0,0x46c1a0,0x6c1a0,0x6b
Nanobotz::sub_46C210,0x46c210,0x6c210,0xab
Nanobotz::sub_46C2C0,0x46c2c0,0x6c2c0,0x52c
Nanobotz::sub_46C7F0,0x46c7f0,0x6c7f0,0x640
Nanobotz::sub_46CE30,0x46ce30,0x6ce30,0x52d
Nanobotz::sub_46D360,0x46d360,0x6d360,0x188
Nanobotz::sub_46D4F0,0x46d4f0,0x6d4f0,0x18c
Nanobotz::sub_46D680,0x46d680,0x6d680,0x18c
Nanobotz::sub_46D810,0x46d810,0x6d810,0x188
Nanobotz::sub_46D9A0,0x46d9a0,0x6d9a0,0x638
Nanobotz::sub_46DFE0,0x46dfe0,0x6dfe0,0x2d3
Nanobotz::sub_46E490,0x46e490,0x6e490,0x129
Nanobotz::sub_46E5C0,0x46e5c0,0x6e5c0,0x119
Nanobotz::sub_46E6E0,0x46e6e0,0x6e6e0,0x119
Nanobotz::sub_46E800,0x46e800,0x6e800,0x109
Nanobotz::sub_46E910,0x46e910,0x6e910,0x11a
Nanobotz::sub_46EA30,0x46ea30,0x6ea30,0x12a
Nanobotz::sub_46EB60,0x46eb60,0x6eb60,0x12a
Nanobotz::sub_46EC90,0x46ec90,0x6ec90,0x13a
Nanobotz::sub_46EDD0,0x46edd0,0x6edd0,0x42
Nanobotz::sub_46EE40,0x46ee40,0x6ee40,0x84
Nanobotz::sub_46EF10,0x46ef10,0x6ef10,0x458
Nanobotz::sub_46F370,0x46f370,0x6f370,0x448
Nanobotz::sub_46F7C0,0x46f7c0,0x6f7c0,0x44b
Nanobotz::sub_46FC10,0x46fc10,0x6fc10,0x44e
Nanobotz::sub_470060,0x470060,0x70060,0x1e2
Nanobotz::sub_470250,0x470250,0x70250,0x1e2
Nanobotz::sub_470440,0x470440,0x70440,0x1de
Nanobotz::sub_470620,0x470620,0x70620,0x1de
Nanobotz::sub_470800,0x470800,0x70800,0x1d6
Nanobotz::sub_471C30,0x471c30,0x71c30,0x5b
Nanobotz::sub_471CE0,0x471ce0,0x71ce0,0x6d
Nanobotz::sub_471D60,0x471d60,0x71d60,0x1bf
Nanobotz::sub_471F20,0x471f20,0x71f20,0x1b8
Nanobotz::sub_4720E0,0x4720e0,0x720e0,0x2f
Nanobotz::Draw_472110,0x472110,0x72110,0x454
sub_472570,0x472570,0x72570,0x32
sub_4725B0,0x4725b0,0x725b0,0x57
sub_472640,0x472640,0x72640,0x9
j__rand_472650,0x472650,0x72650,0x5
Fix16::mult_plus_equals_472660,0x472660,0x72660,0x10
sub_472670,0x472670,0x72670,0x16a
sub_4727E0,0x4727e0,0x727e0,0x16a
sub_472950,0x472950,0x72950,0x185
sub_472AE0,0x472ae0,0x72ae0,0x119
sub_472C00,0x472c00,0x72c00,0x60
sub_472C60,0x472c60,0x72c60,0x5a
ctor_472CC0,0x472cc0,0x72cc0,0x5a
rng::get_f32_472D20,0x472d20,0x72d20,0xdc
rng::get_int_472E00,0x472e00,0x72e00,0x88
rng::get_uint8_472E90,0x472e90,0x72e90,0x86
jawwie_110::sub_472F20,0x472f20,0x72f20,0x3a
jawwie_110::sub_472F60,0x472f60,0x72f60,0x47
jawwie_20::sub_472FB0,0x472fb0,0x72fb0,0x1c
sub_472FD0,0x472fd0,0x72fd0,0xb
jawwie_110::init_472FE0,0x472fe0,0x72fe0,0x2f
jawwie_110::sub_473010,0x473010,0x73010,0x126
jawwie_20::sub_473140,0x473140,0x73140,0x30
sub_473170,0x473170,0x73170,0x1ae
sub_473320,0x473320,0x73320,0xdc
jawwie_20::sub_473410,0x473410,0x73410,0x883
jawwie_20::sub_473CE0,0x473ce0,0x73ce0,0x115
jawwie_110::sub_473E00,0x473e00,0x73e00,0x2a4
jawwie_110::sub_4740B0,0x4740b0,0x740b0,0x31
sub_4740F0,0x4740f0,0x740f0,0x7
Mike_A80::sub_474100,0x474100,0x74100,0xf
sub_474110,0x474110,0x74110,0x8b
nullsub_18,0x4741a0,0x741a0,0x1
sub_4741B0,0x4741b0,0x741b0,0x32
sub_4741F0,0x4741f0,0x741f0,0x21e
sub_474410,0x474410,0x74410,0x9
sub_474420,0x474420,0x74420,0xa
sub_474430,0x474430,0x74430,0x11
sub_474450,0x474450,0x74450,0x37
sub_474490,0x474490,0x74490,0x19
GetTickCount_4744B0,0x4744b0,0x744b0,0x6
sub_4744C0,0x4744c0,0x744c0,0x61
Mike_A80::sub_474530,0x474530,0x74530,0x62c
sub_474C60,0x474c60,0x74c60,0x1ee
Miss2_25C::ctor_474E50,0x474e50,0x74e50,0x25
sub_474E80,0x474e80,0x74e80,0x16
sub_474EA0,0x474ea0,0x74ea0,0x2a
sub_474ED0,0x474ed0,0x74ed0,0x2a
frosty_pasteur_0xC1EA8::sub_474F00,0x474f00,0x74f00,0x30
sub_474F30,0x474f30,0x74f30,0x58
sub_474F90,0x474f90,0x74f90,0xc
miss2_8::ctor_474FA0,0x474fa0,0x74fa0,0xd
sub_474FB0,0x474fb0,0x74fb0,0x11
sub_474FD0,0x474fd0,0x74fd0,0x16
sub_474FF0,0x474ff0,0x74ff0,0x1a
sub_475010,0x475010,0x75010,0xa0
miss2_0x11C::sub_4751B0,0x4751b0,0x751b0,0x1d
sub_4751D0,0x4751d0,0x751d0,0x5
sub_4751E0,0x4751e0,0x751e0,0x7
sub_4751F0,0x4751f0,0x751f0,0x31
sub_475230,0x475230,0x75230,0x5d
sub_475290,0x475290,0x75290,0xe
sub_4752A0,0x4752a0,0x752a0,0x21
sub_4752D0,0x4752d0,0x752d0,0x20
sub_4752F0,0x4752f0,0x752f0,0xb7
sub_4753B0,0x4753b0,0x753b0,0x1f
sub_4753D0,0x4753d0,0x753d0,0x48
sub_475420,0x475420,0x75420,0x35
sub_475460,0x475460,0x75460,0x63
sub_4754D0,0x4754d0,0x754d0,0x9
sub_4754E0,0x4754e0,0x754e0,0x80
sub_4755B0,0x4755b0,0x755b0,0x16
sub_4755D0,0x4755d0,0x755d0,0x16
sub_4755F0,0x4755f0,0x755f0,0x5d
sub_475650,0x475650,0x75650,0x55
sub_4756B0,0x4756b0,0x756b0,0x3c
sub_475700,0x475700,0x75700,0x69
sub_4758A0,0x4758a0,0x758a0,0xd
sub_4758B0,0x4758b0,0x758b0,0xd
sub_4758C0,0x4758c0,0x758c0,0xd
sub_4758D0,0x4758d0,0x758d0,0xd
sub_4758E0,0x4758e0,0x758e0,0xd
sub_4758F0,0x4758f0,0x758f0,0xd
sub_475900,0x475900,0x75900,0xd
sub_475910,0x475910,0x75910,0x21
sub_475940,0x475940,0x75940,0xd
sub_475950,0x475950,0x75950,0xd
nullsub_62,0x475960,0x75960,0x1
nullsub_63,0x475970,0x75970,0x1
sub_475980,0x475980,0x75980,0x13
sub_4759A0,0x4759a0,0x759a0,0x13
sub_4759C0,0x4759c0,0x759c0,0x13
sub_475A20,0x475a20,0x75a20,0x7
sub_475A30,0x475a30,0x75a30,0x7
sub_475A40,0x475a40,0x75a40,0xd
sub_475A50,0x475a50,0x75a50,0xa
sub_475A60,0x475a60,0x75a60,0xb
sub_475A70,0x475a70,0x75a70,0xb
sub_475A80,0x475a80,0x75a80,0x20
sub_475AA0,0x475aa0,0x75aa0,0x33
sub_475AE0,0x475ae0,0x75ae0,0xa
sub_475AF0,0x475af0,0x75af0,0x7
sub_475B00,0x475b00,0x75b00,0xd
sub_475B10,0x475b10,0x75b10,0x7
sub_475B20,0x475b20,0x75b20,0x1d
sub_475B40,0x475b40,0x75b40,0xb
sub_475B50,0x475b50,0x75b50,0xa
DrawUnk_0xBC::sub_475B60,0x475b60,0x75b60,0x8
miss2_0x11C::sub_475B70,0x475b70,0x75b70,0x26
miss2_0x11C::ctor_475BA0,0x475ba0,0x75ba0,0x62
Car_BC::sub_475C10,0x475c10,0x75c10,0x14
sub_475C30,0x475c30,0x75c30,0xb
sub_475C40,0x475c40,0x75c40,0x14
sub_475C60,0x475c60,0x75c60,0x14
sub_475C80,0x475c80,0x75c80,0x14
sub_475CA0,0x475ca0,0x75ca0,0x8a
sub_475D30,0x475d30,0x75d30,0xd0
sub_475E00,0x475e00,0x75e00,0x56
sub_475E60,0x475e60,0x75e60,0x22
sub_475E90,0x475e90,0x75e90,0x1d3
sub_476070,0x476070,0x76070,0x17d
sub_4761F0,0x4761f0,0x761f0,0xd
frosty_pasteur_0xC1EA8::sub_476200,0x476200,0x76200,0x2a
sub_476230,0x476230,0x76230,0x8
sub_476240,0x476240,0x76240,0x27
sub_476270,0x476270,0x76270,0x8
sub_476280,0x476280,0x76280,0x32
sub_4762C0,0x4762c0,0x762c0,0xb
sub_4762D0,0x4762d0,0x762d0,0xb
sub_4762E0,0x4762e0,0x762e0,0xb
sub_4762F0,0x4762f0,0x762f0,0xb
sub_476300,0x476300,0x76300,0xb
sub_476310,0x476310,0x76310,0xb
sub_476320,0x476320,0x76320,0x2a
sub_476350,0x476350,0x76350,0xb
sub_476360,0x476360,0x76360,0x8
sub_476370,0x476370,0x76370,0x39
sub_4763B0,0x4763b0,0x763b0,0x2e
sub_4763E0,0x4763e0,0x763e0,0x20
sub_476400,0x476400,0x76400,0x97
sub_4764A0,0x4764a0,0x764a0,0x27
sub_4764D0,0x4764d0,0x764d0,0x5b
sub_476530,0x476530,0x76530,0x70
sub_4765A0,0x4765a0,0x765a0,0x62
sub_476610,0x476610,0x76610,0x12
sub_476630,0x476630,0x76630,0xa
sub_476640,0x476640,0x76640,0x4
sub_476650,0x476650,0x76650,0xa
sub_476660,0x476660,0x76660,0x16
sub_476680,0x476680,0x76680,0x1a
angry_lewin_0x85C::sub_4766A0,0x4766a0,0x766a0,0xb
sub_4766B0,0x4766b0,0x766b0,0xb
sub_4766C0,0x4766c0,0x766c0,0xb
angry_lewin_0x85C::sub_4766D0,0x4766d0,0x766d0,0x4
sub_4766E0,0x4766e0,0x766e0,0x4
sub_4766F0,0x4766f0,0x766f0,0x4
sub_476700,0x476700,0x76700,0x28
sub_476730,0x476730,0x76730,0x28
Frismo_C_Pool::sub_476780,0x476780,0x76780,0xe
sub_476790,0x476790,0x76790,0x4
miss2_0x11C_Pool::sub_4767A0,0x4767a0,0x767a0,0x18
sub_4767C0,0x4767c0,0x767c0,0x1f
sub_476810,0x476810,0x76810,0x11
sub_476830,0x476830,0x76830,0x8
sub_476840,0x476840,0x76840,0x8
sub_476850,0x476850,0x76850,0x8
sub_476860,0x476860,0x76860,0x8
sub_476870,0x476870,0x76870,0x8
sub_476880,0x476880,0x76880,0x14
sub_4768A0,0x4768a0,0x768a0,0x17
sub_4768C0,0x4768c0,0x768c0,0x17
sub_4768E0,0x4768e0,0x768e0,0x20
sub_476900,0x476900,0x76900,0xa
sub_476910,0x476910,0x76910,0xf
sub_476920,0x476920,0x76920,0xc
sub_476930,0x476930,0x76930,0x15
sub_476950,0x476950,0x76950,0x9
sub_476960,0x476960,0x76960,0x3
sub_476970,0x476970,0x76970,0x5
sub_476980,0x476980,0x76980,0x5
sub_476990,0x476990,0x76990,0xa
sub_4769A0,0x4769a0,0x769a0,0x15
sub_4769C0,0x4769c0,0x769c0,0x15
sub_4769E0,0x4769e0,0x769e0,0x15
sub_476A00,0x476a00,0x76a00,0xe
sub_476A10,0x476a10,0x76a10,0xa
sub_476A20,0x476a20,0x76a20,0x10
sub_476A30,0x476a30,0x76a30,0x29
sub_476A60,0x476a60,0x76a60,0x22
sub_476A90,0x476a90,0x76a90,0x4
sub_476AA0,0x476aa0,0x76aa0,0x5
sub_476AB0,0x476ab0,0x76ab0,0x5
sub_476AC0,0x476ac0,0x76ac0,0x8
ChickenLegend_48::sub_476AD0,0x476ad0,0x76ad0,0x5
sub_476AE0,0x476ae0,0x76ae0,0x16
sub_476B00,0x476b00,0x76b00,0xa
sub_476B10,0x476b10,0x76b10,0xd
TurkishDelight_90::sub_476B20,0x476b20,0x76b20,0xf
TurkishDelight_500::sub_476B30,0x476b30,0x76b30,0x4c
TurkishDelight_164::sub_476B80,0x476b80,0x76b80,0x3d
sub_476BC0,0x476bc0,0x76bc0,0x160
sub_476D20,0x476d20,0x76d20,0x2c
sub_476D50,0x476d50,0x76d50,0x6a
miss2_8::dtor_476DC0,0x476dc0,0x76dc0,0x2b
sub_476DF0,0x476df0,0x76df0,0xb
sub_476E00,0x476e00,0x76e00,0xb
miss2_0x11C::sub_476E10,0x476e10,0x76e10,0x3c
sub_476E50,0x476e50,0x76e50,0x2f
sub_476E80,0x476e80,0x76e80,0x1a
sub_476EA0,0x476ea0,0x76ea0,0x14f
sub_476FF0,0x476ff0,0x76ff0,0x143
sub_477140,0x477140,0x77140,0x14d
sub_477290,0x477290,0x77290,0x293
sub_477530,0x477530,0x77530,0x24
sub_477560,0x477560,0x77560,0xd2
miss2_0x11C::SCRCMD_CRANE_477660,0x477660,0x77660,0x176
sub_4777E0,0x4777e0,0x777e0,0x82
sub_477870,0x477870,0x77870,0xa3
sub_477920,0x477920,0x77920,0x73
sub_4779A0,0x4779a0,0x779a0,0x5e
sub_477A00,0x477a00,0x77a00,0xb4
sub_477AC0,0x477ac0,0x77ac0,0xb0
sub_477B70,0x477b70,0x77b70,0x5f
sub_477BD0,0x477bd0,0x77bd0,0x126
sub_477D00,0x477d00,0x77d00,0x15
sub_477D20,0x477d20,0x77d20,0x18a
sub_477EE0,0x477ee0,0x77ee0,0x208
sub_478120,0x478120,0x78120,0x48
sub_478170,0x478170,0x78170,0x83
sub_478240,0x478240,0x78240,0x119
sub_478450,0x478450,0x78450,0x4e
sub_4784A0,0x4784a0,0x784a0,0x23
sub_478500,0x478500,0x78500,0x84
sub_478610,0x478610,0x78610,0x39
sub_478770,0x478770,0x78770,0x106
sub_478A80,0x478a80,0x78a80,0x73
sub_478B10,0x478b10,0x78b10,0x8b
sub_478BA0,0x478ba0,0x78ba0,0x59
sub_478E10,0x478e10,0x78e10,0x7a
sub_478E90,0x478e90,0x78e90,0x10a
sub_478FB0,0x478fb0,0x78fb0,0x5a
sub_479050,0x479050,0x79050,0x42
sub_4797A0,0x4797a0,0x797a0,0xa3
sub_479850,0x479850,0x79850,0x180
sub_4799D0,0x4799d0,0x799d0,0x14f
sub_479B70,0x479b70,0x79b70,0x74
sub_479BF0,0x479bf0,0x79bf0,0x69
sub_479C60,0x479c60,0x79c60,0x5e
sub_479CC0,0x479cc0,0x79cc0,0x77
sub_479D40,0x479d40,0x79d40,0x5e
sub_479DA0,0x479da0,0x79da0,0x62
sub_479F10,0x479f10,0x79f10,0x2ae
sub_47A1E0,0x47a1e0,0x7a1e0,0xf8
sub_47A330,0x47a330,0x7a330,0x71
sub_47A3B0,0x47a3b0,0x7a3b0,0xad
sub_47A620,0x47a620,0x7a620,0x1a9
sub_47A860,0x47a860,0x7a860,0xf8
sub_47AAB0,0x47aab0,0x7aab0,0xcc
sub_47AB80,0x47ab80,0x7ab80,0x139
sub_47ACC0,0x47acc0,0x7acc0,0x123
sub_47ADF0,0x47adf0,0x7adf0,0x77
sub_47AEA0,0x47aea0,0x7aea0,0xa7
sub_47AF50,0x47af50,0x7af50,0x73
sub_47AFD0,0x47afd0,0x7afd0,0x8f
sub_47B060,0x47b060,0x7b060,0x5e
sub_47B0C0,0x47b0c0,0x7b0c0,0x65
sub_47B1D0,0x47b1d0,0x7b1d0,0x96
sub_47B2D0,0x47b2d0,0x7b2d0,0x61
sub_47B3C0,0x47b3c0,0x7b3c0,0x6a
sub_47B430,0x47b430,0x7b430,0x62
sub_47B4A0,0x47b4a0,0x7b4a0,0xd5
sub_47B5E0,0x47b5e0,0x7b5e0,0x130
sub_47B7B0,0x47b7b0,0x7b7b0,0x5b
sub_47B810,0x47b810,0x7b810,0x136
sub_47BA80,0x47ba80,0x7ba80,0x38
sub_47BAC0,0x47bac0,0x7bac0,0xa0
sub_47BBE0,0x47bbe0,0x7bbe0,0x61
sub_47BC50,0x47bc50,0x7bc50,0x74
sub_47BCD0,0x47bcd0,0x7bcd0,0x130
sub_47BE00,0x47be00,0x7be00,0x8b
miss2_8::gdtor_47BF60,0x47bf60,0x7bf60,0x1e
sub_47C000,0x47c000,0x7c000,0x4e
sub_47C050,0x47c050,0x7c050,0x5d
sub_47C1E0,0x47c1e0,0x7c1e0,0x16f
sub_47C3C0,0x47c3c0,0x7c3c0,0x4c
sub_47C410,0x47c410,0x7c410,0xbf
sub_47C6A0,0x47c6a0,0x7c6a0,0x49
sub_47C6F0,0x47c6f0,0x7c6f0,0x4b
sub_47C8D0,0x47c8d0,0x7c8d0,0x3b
sub_47C910,0x47c910,0x7c910,0x69
sub_47CA20,0x47ca20,0x7ca20,0x31
sub_47CC50,0x47cc50,0x7cc50,0x6b
sub_47CCC0,0x47ccc0,0x7ccc0,0x3c
sub_47CD40,0x47cd40,0x7cd40,0x5c
sub_47CDA0,0x47cda0,0x7cda0,0x5c
sub_47CE00,0x47ce00,0x7ce00,0x18a
sub_47D070,0x47d070,0x7d070,0xfb
sub_47D170,0x47d170,0x7d170,0x63
sub_47D260,0x47d260,0x7d260,0xca
sub_47D360,0x47d360,0x7d360,0xc1
sub_47D5D0,0x47d5d0,0x7d5d0,0x77
sub_47D7A0,0x47d7a0,0x7d7a0,0xb3
sub_47D860,0x47d860,0x7d860,0xb4
sub_47D9D0,0x47d9d0,0x7d9d0,0xb0
sub_47DAD0,0x47dad0,0x7dad0,0xff
sub_47DE70,0x47de70,0x7de70,0x1c8
sub_47E040,0x47e040,0x7e040,0x43
sub_47E210,0x47e210,0x7e210,0x62
sub_47E360,0x47e360,0x7e360,0x250
sub_47E7F0,0x47e7f0,0x7e7f0,0x28a
sub_47EB70,0x47eb70,0x7eb70,0x6b
sub_47ECB0,0x47ecb0,0x7ecb0,0x24
sub_47ECE0,0x47ece0,0x7ece0,0x40
sub_47ED20,0x47ed20,0x7ed20,0x88
sub_47EDB0,0x47edb0,0x7edb0,0xb3
sub_47EE70,0x47ee70,0x7ee70,0x94
sub_47EF10,0x47ef10,0x7ef10,0x2a
frosty_pasteur_0xC1EA8::sub_47EF40,0x47ef40,0x7ef40,0x167
frosty_pasteur_0xC1EA8::sub_47F0B0,0x47f0b0,0x7f0b0,0x143
sub_47F200,0x47f200,0x7f200,0x21
frosty_pasteur_0xC1EA8::sub_47F230,0x47f230,0x7f230,0x50
frosty_pasteur_0xC1EA8::sub_47F280,0x47f280,0x7f280,0xbd
sub_47F340,0x47f340,0x7f340,0x6e
sub_47F3B0,0x47f3b0,0x7f3b0,0x6f
sub_47F420,0x47f420,0x7f420,0x22
sub_47F450,0x47f450,0x7f450,0x56
sub_47F4B0,0x47f4b0,0x7f4b0,0x1b
miss2_0x11C_Pool::sub_47F4D0,0x47f4d0,0x7f4d0,0x17
sub_47F4F0,0x47f4f0,0x7f4f0,0x2d
sub_47F550,0x47f550,0x7f550,0x1ba
sub_47F710,0x47f710,0x7f710,0x4f
sub_47F760,0x47f760,0x7f760,0xfa
sub_47F890,0x47f890,0x7f890,0x53
sub_47F920,0x47f920,0x7f920,0x95
miss2_0x11C::dtor_47F9C0,0x47f9c0,0x7f9c0,0x26
sub_47FAC0,0x47fac0,0x7fac0,0x354
sub_47FE80,0x47fe80,0x7fe80,0x1be
sub_480080,0x480080,0x80080,0x267
sub_4802F0,0x4802f0,0x802f0,0xc2
sub_4803C0,0x4803c0,0x803c0,0x62
sub_480430,0x480430,0x80430,0x179
miss2_0x11C::PreExecOpCode_4805B0,0x4805b0,0x805b0,0x6a0
miss2_0x11C::sub_481120,0x481120,0x81120,0xd3
frosty_pasteur_0xC1EA8::sub_481200,0x481200,0x81200,0x69
miss2_0x11C::sub_481270,0x481270,0x81270,0x66
miss2_0x11C_Pool::dtor_4812E0,0x4812e0,0x812e0,0x23
miss2_0x11C_Pool::ctor_481310,0x481310,0x81310,0x6f
miss2_0x11C_Pool::sub_481380,0x481380,0x81380,0x79
miss2_0x11C::ExecOpCode_481400,0x481400,0x81400,0x257
frosty_pasteur_0xC1EA8::Update_481890,0x481890,0x81890,0x63
frosty_pasteur_0xC1EA8::sub_481900,0x481900,0x81900,0x55
frosty_pasteur_0xC1EA8::ctor_481960,0x481960,0x81960,0x2a9
miss2_0x11C_Pool::gdtor_481C10,0x481c10,0x81c10,0x1e
frosty_pasteur_0xC1EA8::dtor_481C30,0x481c30,0x81c30,0xd4
sub_481D10,0x481d10,0x81d10,0x12
sub_481D30,0x481d30,0x81d30,0x4d
sub_481D80,0x481d80,0x81d80,0x1d
sub_481DA0,0x481da0,0x81da0,0x15
sub_481DC0,0x481dc0,0x81dc0,0xb
sub_481DD0,0x481dd0,0x81dd0,0x13
sub_481DF0,0x481df0,0x81df0,0xb
sub_481E00,0x481e00,0x81e00,0x111
sub_481F20,0x481f20,0x81f20,0x129
sub_482050,0x482050,0x82050,0x27
sub_482080,0x482080,0x82080,0xb
unknown_libname_24,0x482090,0x82090,0xa
sub_4820A0,0x4820a0,0x820a0,0x11
sub_4820D0,0x4820d0,0x820d0,0xe1
sub_4821C0,0x4821c0,0x821c0,0xcd
sub_4822A0,0x4822a0,0x822a0,0x155
sub_482400,0x482400,0x82400,0x10
sub_482410,0x482410,0x82410,0x2a
Object_2C::ctor_482450,0x482450,0x82450,0x34
Object_2C::sub_482490,0x482490,0x82490,0x27
sub_4824C0,0x4824c0,0x824c0,0x15
sub_4824E0,0x4824e0,0x824e0,0x27
sub_482510,0x482510,0x82510,0x27
sub_482540,0x482540,0x82540,0x11
sub_4825A0,0x4825a0,0x825a0,0x18
sub_4825C0,0x4825c0,0x825c0,0x19
sub_4825E0,0x4825e0,0x825e0,0x32
sub_482630,0x482630,0x82630,0x4f
Object_2C::sub_4826A0,0x4826a0,0x826a0,0x4f
sub_482730,0x482730,0x82730,0x38
sub_482770,0x482770,0x82770,0x1f
sub_482790,0x482790,0x82790,0x16
sub_4827B0,0x4827b0,0x827b0,0x5
sub_4827C0,0x4827c0,0x827c0,0x5
sub_4827D0,0x4827d0,0x827d0,0xa2
sub_4828B0,0x4828b0,0x828b0,0xb
sub_4828C0,0x4828c0,0x828c0,0x21
sub_4828F0,0x4828f0,0x828f0,0x39
sub_482960,0x482960,0x82960,0xa
?raw_name@type_info@@QBEPBDXZ,0x482970,0x82970,0x4
Sprite_4C::sub_482980,0x482980,0x82980,0x17
Object_2C_Pool::sub_4829A0,0x4829a0,0x829a0,0x1a
Object_2C_Pool::sub_4829C0,0x4829c0,0x829c0,0x18
sub_4829E0,0x4829e0,0x829e0,0xf
sub_4829F0,0x4829f0,0x829f0,0x3f
sub_482A30,0x482a30,0x82a30,0xa
sub_482A40,0x482a40,0x82a40,0x25
sub_482A70,0x482a70,0x82a70,0xe
sub_482A80,0x482a80,0x82a80,0xe
sub_482A90,0x482a90,0x82a90,0xa
Object_8::ctor_482AA0,0x482aa0,0x82aa0,0x18
Object_8::dtor_482AC0,0x482ac0,0x82ac0,0x7
Object_8::sub_482AD0,0x482ad0,0x82ad0,0x18
sub_482AF0,0x482af0,0x82af0,0x17
Object_3C::dtor_482B10,0x482b10,0x82b10,0x8
Object_3C::sub_482B20,0x482b20,0x82b20,0x5c
sub_482B80,0x482b80,0x82b80,0x17
sub_482BA0,0x482ba0,0x82ba0,0x2b
sub_482BD0,0x482bd0,0x82bd0,0x5
sub_482BE0,0x482be0,0x82be0,0x10
sub_482BF0,0x482bf0,0x82bf0,0xb
sub_482C00,0x482c00,0x82c00,0xa
