address,type,x-text
61d9f0,string,"Too many score textures"
61da08,string,"No more space in simp_text display buffer"
61da34,string,"Invalid Car Rating in Car Model Info"
61da5c,string,"AI objective required by a character is no longer active"
61da98,string,"Car is trying to suicide and has not dealt with the driver"
61dad4,string,"gsw - train : unknown slope"
61daf0,string,"gsw - train : unknown direction"
61db10,string,"gsw - train moving across slope"
61db30,string,"Too many junctions in map for routefinder!"
61db5c,string,"NULL block passed to check for arrows in routefinder code"
61db98,string,"divide by zero"
61dba8,string,"Got NULL ptr for next player"
61dbc8,string,"Got NULL ptr for first player"
61dbe8,string,"Empty String passed into function"
61dc0c,string,"Failed to create car in recycle."
61dc30,string,"Invalid zone for information setting"
61dc58,string,"Too many information & navigation zones in map"
61dc88,string,"Too many traffic lights"
61dca0,string,"Unable to Create A Medical Unit"
61dcc0,string,"Character not got a foot or car pointer, very bad"
61dcf4,string,"Cant create a group too many in use"
61dd18,string,"Too many members for the group to manage"
61dd44,string,"Group member not removed"
61dd60,string,"Peds Car Info is NULL , error indeed"
61dd88,string,"Ped Sprite Z is 0, not good"
61dda4,string,"Ped Default Case error"
61ddbc,string,"Character Default Case error"
61dddc,string,"Character has no in_car pointer, bad"
61de04,string,"Character has no car objective pointer,very bad"
61de34,string,"No Player pointer"
61de48,string,"Invalid objective coordinates"
61de68,string,"Character has no ped pointer, bad "
61de8c,string,"Invalid file version in %s"
61dea8,string,"Invalid file type in %s"
61dec0,string,"No free tiles"
61ded0,string,"Sid has too many references"
61deec,string,"Sid has negative references"
61df08,string,"Object has data when it shouldn't"
61df2c,string,"Failed to create a car in scriptfile."
61df54,string,"Invalid door"
61df64,string,"can't remove character from charlist"
61df8c,string,"Failed grabbing miss_stack_item - no stack space left"
61dfc4,string,"Tried to push NULL item onto mission stack"
61dff0,string,"Failed to allocate memory for mission stack"
61e01c,string,"map change overflow - too many new columns"
61e048,string,"map change overflow - too many new blocks"
61e074,string,"Failed to create a ped in scriptfile"
61e09c,string,"No LEVELSTART declaration in scriptfile"
61e0c4,string,"Too many PLAYER_PED declarations in scriptfile"
61e0f4,string,"check walls slope invalid slope"
61e114,string,"No more process slots available for mission processes"
61e14c,string,"Failed to allocate memory for new mission process"
61e180,string,"Invalid corners"
61e190,string,"Using uninitialised sprite"
61e1ac,string,"Failed writing a byte to file %s"
61e1d0,string,"Out of space for display tree"
61e1f0,string,"Loop in tree"
61e200,string,"Unable to set registry value"
61e220,string,"Class not allocated"
61e234,string,"No players"
61e240,string,"unable to create registry key"
61e260,string,"unable to close registry key"
61e280,string,"Invalid loaded object info data"
61e2a0,string,"Invalid map light data"
61e2b8,string,"Invalid map object data"
61e2d0,string,"Invalid zone data"
61e2e4,string,"Repeated file in parameter list : %s"
61e30c,string,"Invalid string in parameter list: %s"
61e334,string,"data not loaded"
61e344,string,"file overflow"
61e354,string,"Out of memory - new operator failed"
61e378,string,"Text string too long"
61e390,string,"End of file in text string in file %s"
61e3b8,string,"invalid integer encountered in file %s"
61e3e0,string,"ungetc failure in file %s"
61e3fc,string,"Attempt to read from not opened file"
61e424,string,"Write failure on file : %s"
61e440,string,"Writing zero bytes to file : %s"
61e460,string,"Trying to a load a file too big for buffer: %s"
61e490,string,"Unable to close file: %s"
61e4ac,string,"Install Next freeloader episode please. [Temp message].Unable to open file : %s"
61e4fc,string,"Read failure in file: %s"
61e518,string,"Ftell error in file: %s"
61e530,string,"Attempting to allocate zero bytes of memory"
61e55c,string,"Failed to create DirectInput object"
61e580,string,"No DirectInput Object"
61e598,string,"Failed to set Cooperative Level for DirectInput"
61e5c8,string,"Failed to set Data Format for DirectInput"
61e5f4,string,"Failed to Initialise DirectInput"
61e618,string,"Failed to SetWindowPos properly"
61e638,string,"Failed to get a valid HDC"
61e654,string,"Failed to set WindowMode"
61e670,string,"security failure"
61e684,string,"Can't Init DMAVideo."
61e69c,string,"Fatal Error %d in %s(%d)"
61e6b8,string,"unknown error"
61e6c8,string,"effect parameters have been truncated and effect has been restarted"
61e70c,string,"effect parameters have been truncated"
61e734,string,"device is a polled device"
61e750,string,"effect has been restarted"
61e76c,string,"effect could not be downloaded"
61e78c,string,"the function had no effect"
61e7a8,string,"object is already initialized"
61e7c8,string,"device is acquired"
61e7dc,string,"requires a newer version of DirectInput"
61e804,string,"application was written for an unsupported prerelease version of DirectInput"
61e854,string,"incompatible driver version or mismatched or incomplete driver components"
61e8a0,string,"object has not been initialized"
61e8c0,string,"access to the input device has been lost"
61e8ec,string,"out of memory"
61e8fc,string,"invalid argument"
61e910,string,"device must be acquired"
61e928,string,"access denied"
61e938,string,"object does not exist"
61e950,string,"device must be acquired in exclusive mode"
61e97c,string,"device is not buffered"
61e994,string,"effect could not be downloaded because essential information is missing"
61e9dc,string,"device still has effects attached"
61ea00,string,"effect is still playing"
61ea18,string,"effect is not downloaded"
61ea34,string,"class is not registered"
61ea4c,string,"device is full"
61ea5c,string,"not all requested information fitted into the buffer"
61ea94,string,"object does not support aggregation"
61eab8,string,"undetermined failure"
61ead0,string,"the interface is not supported"
61eaf0,string,"pending"
61eaf8,string,"the interface is not implemented"
61eb1c,string,"C:\\Splitting\\Gta2\\Source\\File.cpp"
61eb40,string,"%c:"
61eb44,string,"wb"
61eb48,string,"rb"
61eb4c,string,"ab"
61eb50,string,"show_player_names"
61eb64,string,"do_3d_sound"
61eb70,string,"do_blood"
61eb7c,string,"do_release_replay"
61eb90,string,"do_free_shopping"
61eba4,string,"skip_draw"
61ebb0,string,"do_police_3"
61ebbc,string,"do_police_2"
61ebc8,string,"do_police_1"
61ebd4,string,"do_text_id_test"
61ebe4,string,"do_miss_logging"
61ebf4,string,"do_kill_phones_on_answer"
61ec10,string,"do_show_object_ids"
61ec24,string,"skip_replay_sync_check"
61ec3c,string,"skip_window_check"
61ec50,string,"show_brief_number"
61ec64,string,"skip_fire_engines"
61ec78,string,"do_sync_check"
61ec88,string,"skip_quit_confirm"
61ec9c,string,"skip_buses"
61eca8,string,"skip_trains"
61ecb4,string,"ignore_replay_header"
61eccc,string,"log_directinput"
61ecdc,string,"log_input"
61ece8,string,"log_random_extra"
61ecfc,string,"log_random"
61ed08,string,"do_debug_keys"
61ed18,string,"skip_audio"
61ed24,string,"do_load_savegame"
61ed38,string,"do_infinite_lives"
61ed4c,string,"do_corner_window"
61ed60,string,"do_show_junc_ids"
61ed74,string,"skip_skidmarks"
61ed84,string,"keep_weapons_after_death"
61eda0,string,"do_show_horn"
61edb0,string,"show_all_arrows"
61edc0,string,"do_invulnerable"
61edd0,string,"skip_frontend"
61ede0,string,"skip_police"
61edec,string,"skip_ambulance"
61edfc,string,"do_show_instruments"
61ee10,string,"dont_get_car_back"
61ee24,string,"do_exit_after_replay"
61ee3c,string,"get_all_weapons"
61ee4c,string,"show_hidden_faces"
61ee60,string,"skip_particles"
61ee70,string,"do_mike"
61ee78,string,"log_routefinder"
61ee88,string,"skip_lid"
61ee94,string,"skip_bottom"
61eea0,string,"skip_top"
61eeac,string,"skip_right"
61eeb8,string,"skip_left"
61eec4,string,"skip_slopes"
61eed0,string,"no_annoying_chars"
61eee4,string,"limit_recycling"
61eef4,string,"do_show_ids"
61ef00,string,"do_show_traffic_lights_info"
61ef1c,string,"log_collisions"
61ef2c,string,"skip_recycling"
61ef3c,string,"skip_traffic_lights"
61ef50,string,"skip_user"
61ef5c,string,"do_show_imaginary"
61ef70,string,"do_show_physics"
61ef80,string,"do_show_collision_box"
61ef98,string,"do_show_timing"
61efa8,string,"do_show_input"
61efb8,string,"do_show_camera"
61efc8,string,"do_show_counters"
61efdc,string,"skip_tiles"
61efe8,string,"do_iain_test"
61eff8,string,"do_brian_test"
61f008,string,"show_cycle"
61f014,string,"skip_mission"
61f024,string,"do_test"
61f02c,string,"skip_dummies"
61f03c,string,"constant_replay_save"
61f054,string,"play_replay"
61f060,string,"data\\s.gxt"
61f06c,string,"data\\j.gxt"
61f078,string,"data\\i.gxt"
61f084,string,"data\\g.gxt"
61f090,string,"data\\f.gxt"
61f09c,string,"data\\e.gxt"
61ff3c,string,"You need to download the next part of the game to continue.\nPress OK to connect to the internet and download, CANCEL to quit."
61ffbc,string,"Du brauchst die nächste Episode um weiter zu spielen.\nKlicke OK  um Die Episode zu laden, Nein, um den Vorgang zu beenden."
620038,string,"Tu dois télécharger le prochain épisode du jeu pour continuer.\nClique sur OK pour te connecter et télécharger ou annuler pour quitter ce répertoire."
6200d0,string,"You need to download the next part of the game to continue.\nPress OK to connect to the internet and download, CANCEL to return to the menu."
62015c,string,"data\\fstyle.sty"
62016c,string,"loading"
620174,string,"entrnam"
62018c,string,"bonslev"
6201bc,string,"clrchar"
6201c4,string,"C:\\Splitting\\GTA2\\Source\\frontend2.cpp"
6201ec,string,"CityInstalled"
6201fc,string,"Software\\freeloader.com\\GTA2"
620228,string,"WebLaunch.exe"
620238,string,"WEBL_COOP_MUTEX"
620248,string,"plyrslot"
620254,string,"fr_pmpt"
62025c,string,"fr_ent2"
620264,string,"fr_ent1"
62026c,string,"nicetry"
620274,string,"kills_h"
62027c,string,"repbons"
620284,string,"score"
62028c,string,"gam_cmp"
620294,string,"contnue"
62029c,string,"nxt_lvl"
6202a4,string,"cmpltd"
6202ac,string,"plr_ded"
6202b4,string,"mainmen"
6202bc,string,"replay"
6202c4,string,"plr_qut"
6202cc,string,"car_dam"
6202d4,string,"strtlev"
6202dc,string,"hi_scre"
6202e4,string,"savepos"
6202ec,string,"charctr"
6202fc,string,"options"
62030c,string,"mult_d"
620314,string,"mult_l"
62031c,string,"mult_w"
620334,string,"mult_q"
62033c,string,"frags_h"
620344,string,"pnts_h"
62034c,string,"times_h"
620354,string,"hi_for"
620378,string,"BONUS"
620380,string,"MAIN"
620388,string,"rt"
62038c,string,"data\\"
620394,string,"data\\*.seq"
6203a0,string,"Description"
6203ac,string,"SCRFile"
6203b4,string,"STYFile"
6203bc,string,"GMPFile"
6203c4,string,"MainOrBonus"
6203d0,string,".svg"
6203d8,string,"player\\plyslot"
6203e8,string,"hi_empt"
620404,string,"evsnrtg"
62040c,string,"gng_kl"
620414,string,"cop_kl"
62041c,string,"murder"
620424,string,"run_ovr"
620434,string,"car_cst"
62043c,string,"carjack"
620444,string,"best"
62044c,string,"last"
620454,string,"Data\\"
62045c,string,":\\"
620494,string,"name_i"
62049c,string,"delch_i"
6204a4,string,"clrsl_i"
6204ac,string,"edtnm_i"
6204b4,string,"right_i"
6204bc,string,"left_i"
6204c4,string,"down_i"
6204cc,string,"up_i"
6204d4,string,"bspc_i"
6204dc,string,"ent_i"
6204e4,string,"del_i"
6204ec,string,"esc_i"
6204f4,string,"fr_rnt3"
6204fc,string,"fr_rnt2"
620504,string,"fr_rnt1"
62050c,string,"do_play_movie"
620534,string,"data\\nyc.gci"
620544,string,"carname"
620690,string,"C:\\Splitting\\Gta2\\Source\\game.cpp"
6206bc,string,"ganga%d"
6206c4,string,"Couldn't CreateSurface\r\n"
6206e0,string,"Couldn't Set coop level\r\n"
6206fc,string,"Couldn't QI DDraw2\r\n"
620714,string,"Couldn't create DDraw\r\n"
62072c,string,"Couldn't LoadLibrary DDraw\r\n"
62074c,string,"DirectDrawCreate"
620760,string,"DDRAW.DLL"
62076c,string,"Couldn't GetProcAddress DInputCreate\r\n"
620794,string,"DirectInputCreateA"
6207a8,string,"Couldn't LoadLibrary DInput\r\n"
6207c8,string,"DINPUT.DLL"
6207d4,string,"savename"
6207e0,string,"player\\"
6207e8,string,"data\\q.scr"
6207f4,string,"scriptname"
620800,string,"data\\style.sty"
620810,string,"stylename"
62081c,string,"data\\jointmap.gmp"
620830,string,"mapname"
620b3c,string,"test\\replay.rep"
620b4c,string,"v%d.%d"
620b54,string,"C:\\Splitting\\Gta2\\Source\\input.cpp"
620b78,string,"%d: control_status = %d"
620bd0,string,"KBIT"
620bd8,string,"C:\\Splitting\\Gta2\\Source\\kanji.cpp"
620bfc,string,"KIDX"
620c04,string,"C:\\Splitting\\Gta2\\Source\\chunk.h"
620c28,string,"KANJ"
620c30,string,"data\\kanji.dat"
620c40,string,"C:\\Splitting\\Gta2\\Source\\keybrd.cpp"
620c64,string,"data\\keyboard\\eng_kb.cfg"
620c80,string,"data\\keyboard\\rus_kb.cfg"
620c9c,string,"data\\keyboard\\por_kb.cfg"
620cb8,string,"data\\keyboard\\spa_kb.cfg"
620cd4,string,"data\\keyboard\\ita_kb.cfg"
620cf0,string,"data\\keyboard\\ger_kb.cfg"
620d0c,string,"data\\keyboard\\fre_kb.cfg"
620d30,string,"\n------ %s ------"
620d44,string,"Coop v%d.%d"
620d50,string,"SFXVol"
620d58,string,"CDVol"
620d60,string,"C:\\Splitting\\Gta2\\Source\\main.cpp"
620d84,string,"g_over"
620d8c,string,"comms1"
620d94,string,"(ExitGameCallback)Called with reason - %d"
620dc0,string,"Player %s: Car handling file 'nyc.gci' is different"
620df4,string,"Player %s: Game file 'GTA2.EXE' is different"
620e24,string,"Player %s: Script file '%s' is different"
620e50,string,"Player %s: Level file '%s' is different"
620e78,string,"Player %s: Debug flags are different"
620ea0,string,"Player %s: Language version is different"
620ecc,string,"C:\\Splitting\\Gta2\\Source\\map.cpp"
620ef0,string,"RGEN"
620ef8,string,"LGHT"
620f00,string,"ANIM"
620f08,string,"MOBJ"
620f10,string,"ZONE"
620f18,string,"DMAP"
621044,string,"%d: random (get_f32) %d"
62105c,string,"%d: random (get_int) %d"
621074,string,"%d: random (get_uint8) %d"
621090,string,"C:\\Splitting\\Gta2\\Source\\medical.cpp"
6210b8,string,"C:\\Splitting\\Gta2\\Source\\Memory.cpp"
621290,string,"LARGE EVERYTHING %d\n"
6212a8,string,"LARGE AUDIO %d\n"
6212b8,string,"LARGE INPUT %d\n"
6212c8,string,"LARGE DRAW %d\n"
6212d8,string,"LARGE PROCESS %d\n"
6212f0,string,"ABCDEFGHI^_`abcdefg"
621304,string,"mfail"
62130c,string,"%d:\t\t%d "
621318,string,"C:\\Splitting\\Gta2\\Source\\miss2.cpp"
62133c,string,"svmiss"
621344,string,"svscore"
62134c,string,"svdone"
621354,string,"kfstart"
62135c,string,"kffail"
621364,string,"kfpass"
62136c,string,"Miss2: accessing nonexistant mission line. Current uid: %d"
6213a8,string,"player\\plyslot%d.svg"
6213c0,string,"data\\%s\\"
6213cc,string,"test\\MISS_LOG.TXT"
6213e0,string,"C:\\Splitting\\Gta2\\Source\\movie2.cpp"
621404,string,"yourit"
62140c,string,"C:\\Splitting\\Gta2\\Source\\multip.cpp"
62144c,string,"LISTBOX"
6214c0,string,"BUTTON"
621510,string,"netui01"
621534,string,"BUTTON"
6215a8,string,"BUTTON"
62161c,string,"STATIC"
6221e4,string,"SysListView32"
6222cc,string,"BUTTON"
622340,string,"BUTTON"
6223b4,string,"BUTTON"
62249c,string,"BUTTON"
622510,string,"COMBOBOX"
622584,string,"STATIC"
6225f8,string,"msctls_trackbar32"
62266c,string,"STATIC"
6226e0,string,"COMBOBOX"
6227c8,string,"STATIC"
6228b0,string,"STATIC"
622924,string,"BUTTON"
622998,string,"STATIC"
622f7c,string,"SysListView32"
623064,string,"BUTTON"
62314c,string,"BUTTON"
6231c0,string,"STATIC"
623234,string,"STATIC"
6232a8,string,"STATIC"
62331c,string,"STATIC"
623390,string,"STATIC"
623404,string,"STATIC"
623cf8,string,"TB_THUMBPOSITION "
623d0c,string,"%s's Game"
623d18,string,"netui21"
623d20,string,"netui14"
623d28,string,"netui08"
623d30,string,"netui22"
623d38,string,"netui20"
623d40,string,"netui19"
623d50,string,"Player Name"
623d68,string,"%s : %s"
623d70,string,"netui10"
623d78,string,"netui11"
623d80,string,"netui12"
623d88,string,"### ERROR ### \r\r\nDo Not Have Map %s"
623dac,string,"game_time_limit"
623dbc,string,"game_speed"
623dc8,string,"police"
623dd0,string,"game_type"
623ddc,string,"s_limit"
623de4,string,"f_limit"
623dec,string,"map_index"
623e04,string,"Unable to open file: %s in mmpfile: %s"
623e2c,string,"%s %d"
623e34,string,"netui13"
623e3c,string,"netui16"
623e44,string,"netui15"
623e4c,string,"netui18"
623e54,string,"netui17"
623e5c,string,"%d %s"
623e64,string,"%s: %d"
623e98,string,"C:\\Splitting\\Gta2\\Source\\NetworkX.cpp"
623ec8,string,"C:\\Splitting\\Gta2\\Source\\object.cpp"
623ef4,string,"C:\\Splitting\\Gta2\\Source\\park.cpp"
623f1c,string,"C:\\Splitting\\Gta2\\Source\\particle.cpp"
624150,string,"C:\\Splitting\\Gta2\\Source\\physics.cpp"
624178,string,"unknown"
62418c,string,"tport"
624268,string,"C:\\Splitting\\Gta2\\Source\\player.cpp"
62428c,string,"shocked"
624294,string,"nicked"
62429c,string,"fried"
6242a4,string,"wasted"
624ee0,string,".dat"
624ee8,string,"player\\hiscores.hsc"
624f98,string,"C:\\Splitting\\Gta2\\Source\\plydat.cpp"
624fc0,string,"C:\\Splitting\\Gta2\\Source\\pubtrans.cpp"
624fe8,string,"trak4"
624ff0,string,"trak3"
624ff8,string,"trak2"
625000,string,"trak1"
625008,string,"trak0"
62501c,string,"C:\\Splitting\\Gta2\\Source\\registry.cpp"
625044,string,"SOFTWARE\\DMA Design Ltd\\GTA2\\Sound"
625068,string,"SOFTWARE\\DMA Design Ltd\\GTA2\\Debug"
62508c,string,"SOFTWARE\\DMA Design Ltd\\GTA2\\Option"
6250b0,string,"SOFTWARE\\DMA Design Ltd\\GTA2\\Control"
6250d8,string,"SOFTWARE\\DMA Design Ltd\\GTA2\\Screen"
6250fc,string,"%sd"
625100,string,"%ss"
625104,string,"SOFTWARE\\DMA Design Ltd\\GTA2\\Player"
625128,string," ,string,"
625130,string,"Junc: %d (%d, %d) n %d s %d w %d e %d"
625158,string,"Junc: %d : (%d, %d)(%d, %d)"
625174,string,"1.wav"
62517c,string,":\\GTAUDIO\\"
625188,string,"SplashAudio"
625194,string,"SplashScreen"
6251a4,string,"Software\\Aureal\\A3D"
6251b8,string,"Maximum supported samples"
6251d4,string,"Microsoft DirectSound3D hardware support"
625200,string,"EAX environment selection"
62521c,string,"EAX damping"
625228,string,"EAX decay time"
625238,string,"EAX effect volume"
62524c,string,"data\\audio\\vocals\\"
625260,string,".WAV"
625268,string,"A"
62526c,string,".SDT"
625274,string,".RAW"
62527c,string,"data\\audio\\"
625288,string,"fly_car"
625290,string,"wrngway"
625298,string,"accurcy"
6252a0,string,"carjaka"
6252a8,string,"copkill"
6252b0,string,"gencide"
6252b8,string,"em_dest"
6252c0,string,"elvis_d"
6252c8,string,"excutin"
6252d0,string,"dst_all"
6252d8,string,"stl_all"
6252e8,string,"GTAudio\\1.wav"
62536c,string,"GTAudio\\10.wav"
6253f0,string,"GTAudio\\101A.wav"
625474,string,"GTAudio\\10a.wav"
6254f8,string,"GTAudio\\11.wav"
625600,string,"GTAudio\\12.wav"
625684,string,"GTAudio\\2.wav"
625708,string,"GTAudio\\3.wav"
62578c,string,"GTAudio\\4.wav"
625810,string,"GTAudio\\5.wav"
625918,string,"GTAudio\\6.wav"
625a20,string,"GTAudio\\7.wav"
625b28,string,"GTAudio\\8.wav"
625c30,string,"GTAudio\\9.wav"
625d38,string,"GTAudio\\A.wav"
625dbc,string,"GTAudio\\D.wav"
626278,string,"C:\\Splitting\\Gta2\\Source\\sprite.cpp"
62629c,string,"C:\\Splitting\\Gta2\\Source\\style.cpp"
6262c0,string,"RECY"
6262c8,string,"SPEC"
6262d0,string,"OVLY"
6262d8,string,"PSXT"
6262e0,string,"CARI"
6262e8,string,"DELX"
6262f0,string,"DELS"
6262f8,string,"TILE"
626300,string,"SPRG"
626308,string,"PPAL"
626310,string,"PALX"
626318,string,"OBJI"
626320,string,"SPRX"
626328,string,"FONB"
626330,string,"SPRB"
626338,string,"PALB"
626340,string,"GBST"
626348,string,"C:\\Splitting\\Gta2\\Source\\taxi.cpp"
626790,string,"C:\\Splitting\\Gta2\\Source\\text.cpp"
6267b8,string,"TDAT"
6267c0,string,"TKEY"
6267c8,string,"GBL%c"
6267d0,string,"data\\%c.gxt"
6267dc,string,"language"
6267e8,string,"C:\\Splitting\\Gta2\\Source\\tileanim.cpp"
626824,string,"Perf: Clock speed = %d MHz\n"
6268f4,string,"C:\\Splitting\\Gta2\\Source\\user.cpp"
626918,string,"yellow"
626920,string,"red"
626924,string,"green"
62692c,string,"quit3"
626934,string,"quit2"
62693c,string,"quit1"
626974,string,"c%02d"
626990,string,"mpkill4"
626998,string,"mpkill5"
6269a0,string,"mpkill3"
6269a8,string,"mpkill2"
6269b0,string,"mpkill1"
6269c4,string,"pbon"
6269cc,string,"psec"
6269d4,string,"pmiss"
6269dc,string,"pgmiss"
6269e4,string,"pscore"
6269ec,string,"pause"
6269f4,string,"text_speed"
626a10,string,"dmavideo.dll"
626a20,string,"d3ddll.dll"
626a2c,string,"exploding_on"
626a3c,string,"lighting"
626a48,string,"min_frame_rate"
626a58,string,"max_frame_rate"
626a68,string,"tripple_buffer"
626a78,string,"start_mode"
626a84,string,"full_height"
626a90,string,"full_width"
626a9c,string,"window_height"
626aac,string,"window_width"
626abc,string,"3dfx.dll"
626ac8,string,"softdll.dll"
626ad4,string,"videoname"
626ae0,string,"rendername"
626aec,string,"videodevice"
626af8,string,"renderdevice"
626b08,string,"C:\\Splitting\\Gta2\\Source\\video.cpp"
626b2c,string,"gamma"
626b34,string,"gammma(%d) : %d"
626b44,string,"C:\\Splitting\\Gta2\\Source\\weapon.cpp"
626b6c,string,"GTA2 Manager.EXE"
626b80,string,"GTA2 Manager"
626b90,string,"C:\\Splitting\\Gta2\\Source\\winmain.cpp"
626bb8,string,"GBH_BOB_MUTEX"
626bc8,string,"Error!"
626bd8,string,"WinMain"
626be0,string,"ERROR: Incorrect version of DirectX"
626c04,string,"GBH_COOP_MUTEX"
626c14,string,"data\\%s"
626c1c,string,"ModemNumber"
626c28,string,"UseConnection"
626c38,string,"UseProtocol"
626c44,string,"\\"
626c48,string,"GTA2.EXE"
626d48,string,"Error: A DMA Video Function was called without the DLL being loaded"
626d8c,string,"DMA Video Error"
626d9c,string,"Vid_SetGamma"
626dac,string,"Vid_WindowProc"
626dbc,string,"Vid_SetDevice"
626dcc,string,"Vid_FindDevice"
626ddc,string,"Vid_InitDLL"
626de8,string,"Vid_ClearScreen"
626df8,string,"Vid_FreeSurface"
626e08,string,"Vid_GetSurface"
626e18,string,"Vid_DisableWrites"
626e2c,string,"Vid_EnableWrites"
626e40,string,"Vid_ShutDown_SYS"
626e54,string,"Vid_GrabSurface"
626e64,string,"Vid_ReleaseSurface"
626e78,string,"Vid_FlipBuffers"
626e88,string,"Vid_SetMode"
626e94,string,"Vid_CloseScreen"
626ea4,string,"Vid_FindNextMode"
626eb8,string,"Vid_FindFirstMode"
626ecc,string,"Vid_FindMode"
626edc,string,"Vid_CheckMode"
626eec,string,"Vid_Init_SYS"
626efc,string,"Vid_GetVersion"
67dc88,string,""
